,year,co2epica8kyr1,sigma,co2epica8kyr2,unc
1267,-405332,285.6,3.0,,
1268,-406868,284.5,3.0,,
1269,-407648,274.7,3.0,,
1270,-408503,282.6,3.0,,
1271,-409397,283.5,3.0,,
1272,-411308,274.9,3.0,,
1273,-412260,264.9,3.0,,
1274,-413229,271.6,3.0,,
1275,-413995,276.4,1.6,,
1276,-414475,271.7,1.2,,
1277,-415490,273.4,1.5,,
1278,-416006,271.8,1.7,,
1279,-416555,274.6,1.8,,
1280,-417625,273.7,0.8,,
1281,-418183,271.2,1.5,,
1282,-418751,273.8,1.6,,
1283,-419962,268.6,1.4,,
1284,-420582,266.4,1.8,,
1285,-421275,270.6,1.1,,
1286,-422557,267.7,2.9,,
1287,-423182,268.3,1.9,,
1288,-423790,270.8,1.1,,
1289,-424287,270.0,2.5,,
1290,-424671,265.4,2.0,,
1291,-425204,255.3,1.3,,
1292,-425991,252.1,0.7,,
1293,-426890,248.2,0.9,,
1294,-427228,242.5,1.5,,
1295,-429073,219.7,1.7,,
1296,-430229,227.2,2.2,,
1297,-431900,211.5,1.7,,
1298,-432429,207.6,1.3,,
1299,-433989,209.8,1.6,,
1300,-435535,207.5,1.3,,
1301,-437113,200.3,1.6,,
1302,-438709,201.7,1.6,,
1303,-440280,201.3,1.1,,
1304,-441894,202.0,1.5,,
1305,-443381,199.1,1.1,,
1306,-445269,201.1,0.9,,
1307,-446509,203.5,0.6,,
1308,-447621,208.1,1.8,,
1309,-448692,201.7,1.7,,
1310,-449797,201.2,2.1,,
1311,-450785,204.9,1.4,,
1312,-451825,201.9,1.8,,
1313,-452914,198.4,1.3,,
1314,-454051,193.3,1.6,,
1315,-455164,192.5,1.0,,
1316,-455795,199.1,0.6,,
1317,-456258,204.3,1.0,,
1318,-456844,203.3,1.0,,
1319,-457261,208.3,1.4,,
1320,-458302,202.4,1.3,,
1321,-459336,195.5,0.8,,
1322,-460464,190.7,1.9,,
1323,-461576,194.4,0.7,,
1324,-462649,199.9,2.6,,
1325,-463315,205.2,0.9,,
1326,-463651,210.0,0.7,,
1327,-464682,208.1,2.2,,
1328,-465756,204.4,1.9,,
1329,-466927,203.4,1.2,,
1330,-468090,205.5,0.9,,
1331,-468775,206.5,0.9,,
1332,-469250,215.5,2.3,,
1333,-469874,218.7,0.9,,
1334,-470313,229.2,1.4,,
1335,-470913,232.7,0.7,,
1336,-471267,243.7,1.8,,
1337,-471850,243.9,1.1,,
1338,-472142,245.6,0.9,,
1339,-473024,241.2,1.7,,
1340,-473975,233.1,0.6,,
1341,-474999,232.8,1.1,,
1342,-475991,236.6,1.0,,
1343,-476942,239.1,0.9,,
1344,-477452,236.5,1.2,,
1345,-477825,231.3,1.0,,
1346,-478378,220.8,0.7,,
1347,-478776,218.8,2.3,,
1348,-479712,223.8,1.4,,
1349,-480630,223.4,1.7,,
1350,-481445,227.3,1.3,,
1351,-482229,231.4,1.1,,
1352,-482986,231.4,1.3,,
1353,-483717,231.2,1.2,,
1354,-484448,233.0,1.4,,
1355,-485179,232.9,1.2,,
1356,-485898,231.3,1.2,,
1357,-486615,237.1,1.8,,
1358,-487352,242.0,0.2,,
1359,-487769,240.9,0.4,,
1360,-488076,252.8,2.5,,
1361,-488544,249.3,2.7,,
1362,-488783,242.6,0.6,,
1363,-489501,243.3,1.3,,
1364,-490204,246.7,1.6,,
1365,-490913,243.7,1.4,,
1366,-491643,239.7,1.9,,
1367,-492350,239.1,1.2,,
1368,-493074,238.3,2.0,,
1369,-493775,238.5,1.4,,
1370,-494494,237.6,1.6,,
1371,-495237,236.4,2.1,,
1372,-496015,236.5,1.7,,
1373,-496787,232.8,0.8,,
1374,-497576,230.6,0.5,,
1375,-498354,230.8,1.0,,
1376,-499133,228.2,1.7,,
1377,-499911,230.8,1.4,,
1378,-500687,231.2,0.8,,
1379,-501468,232.0,1.6,,
1380,-502227,232.2,1.4,,
1381,-502961,234.1,0.8,,
1382,-503734,233.9,1.1,,
1383,-504533,235.5,1.8,,
1384,-505362,236.0,2.1,,
1385,-506167,238.2,0.9,,
1386,-506990,237.0,0.8,,
1387,-507834,240.3,0.7,,
1388,-508702,233.4,1.0,,
1389,-509562,236.4,1.4,,
1390,-510413,235.2,0.5,,
1391,-511254,242.0,0.8,,
1392,-512083,238.2,1.0,,
1393,-512897,239.2,1.2,,
1394,-513700,241.5,1.3,,
1395,-514470,243.0,0.5,,
1396,-515204,247.2,2.2,,
1397,-515926,246.2,2.6,,
1398,-516650,245.5,1.1,,
1399,-517379,245.3,1.3,,
1400,-518123,247.7,1.4,,
1401,-518871,245.5,0.8,,
1402,-519624,243.5,0.7,,
1403,-521851,241.9,1.4,,
1404,-522620,236.8,0.8,,
1405,-523387,235.8,1.2,,
1406,-524156,233.7,0.7,,
1407,-524945,230.3,0.8,,
1408,-525748,227.8,0.6,,
1409,-526566,224.7,1.9,,
1410,-527453,222.7,1.0,,
1411,-528340,221.2,1.2,,
1412,-529251,220.3,0.5,,
1413,-530128,220.7,0.9,,
1414,-530642,214.5,0.5,,
1415,-531037,211.4,2.2,,
1416,-531604,204.4,0.6,,
1417,-531982,200.0,0.8,,
1418,-532718,195.1,0.7,,
1419,-533093,193.8,0.8,,
1420,-533745,190.5,1.7,,
1421,-534228,199.8,1.2,,
1422,-535384,199.4,0.8,,
1423,-536490,205.0,0.9,,
1424,-537563,206.4,0.7,,
1425,-538633,212.9,1.3,,
1426,-539703,211.2,0.7,,
1427,-540790,205.0,0.8,,
1428,-541894,203.6,1.2,,
1429,-542935,208.1,0.8,,
1430,-543914,210.3,1.6,,
1431,-544880,209.6,1.6,,
1432,-545856,209.7,0.8,,
1433,-546820,204.6,1.9,,
1434,-547770,202.5,1.6,,
1435,-548280,208.8,0.7,,
1436,-548632,213.6,0.9,,
1437,-549431,215.2,0.5,,
1438,-550161,219.9,0.5,,
1439,-550731,221.7,1.4,,
1440,-551070,222.3,0.9,,
1441,-551295,226.3,0.9,,
1442,-551669,222.1,1.1,,
1443,-551858,220.3,0.3,,
1444,-552529,223.6,1.1,,
1445,-553208,224.3,2.2,,
1446,-553892,226.7,1.2,,
1447,-554457,233.9,1.5,,
1448,-554973,241.0,1.4,,
1449,-555248,243.0,0.8,,
1450,-555435,249.1,2.1,,
1451,-555707,244.0,1.5,,
1452,-555888,250.5,0.8,,
1453,-556204,245.6,1.3,,
1454,-556356,240.4,0.9,,
1455,-556827,238.1,1.2,,
1456,-557366,234.5,1.0,,
1457,-557686,229.7,0.4,,
1458,-557922,230.2,0.7,,
1459,-558486,230.3,1.5,,
1460,-559015,228.3,0.9,,
1461,-559500,231.6,1.2,,
1462,-559938,231.9,1.2,,
1463,-560360,234.6,1.5,,
1464,-560705,234.1,0.9,,
1465,-561184,240.1,2.1,,
1466,-561585,242.3,0.5,,
1467,-561977,245.7,1.8,,
1468,-562360,245.8,0.5,,
1469,-562774,247.6,1.5,,
1470,-563184,251.4,1.7,,
1471,-563588,252.4,1.7,,
1472,-563945,252.6,1.0,,
1473,-564295,251.4,0.7,,
1474,-564638,253.7,0.8,,
1475,-564968,254.3,1.6,,
1476,-565289,253.9,0.7,,
1477,-565598,254.5,1.6,,
1478,-565934,253.2,0.9,,
1479,-566254,253.9,1.2,,
1480,-566584,252.8,1.1,,
1481,-566980,253.0,0.6,,
1482,-567364,250.2,0.4,,
1483,-567733,251.3,1.3,,
1484,-568117,250.0,1.3,,
1485,-568513,251.3,1.3,,
1486,-568912,251.8,1.2,,
1487,-569311,251.8,1.3,,
1488,-569683,249.6,0.5,,
1489,-570024,251.6,1.7,,
1490,-570365,250.3009961681342,1.0367141312613442,,
1491,-570719,246.30955184938028,1.1463086611230204,,
1492,-571103,247.65697248974385,0.6803772992000607,,
1493,-571525,249.18618138857704,1.083259495255621,,
1494,-571963,248.72078039844754,0.3908957770107191,,
1495,-572414,251.7666008144979,1.7773613165168483,,
1496,-572856,251.86150476654132,0.6979653871810029,,
1497,-573283,252.08002667419618,1.3008693087626229,,
1498,-573704,248.8639219697805,0.9769547197838526,,
1499,-574162,252.543697553062,0.521554005548807,,
1500,-574649,252.8973536409592,1.0607246117810047,,
1501,-575165,251.2965766771463,1.059293978043261,,
1502,-575703,251.34172534675196,1.1303544188686772,,
1503,-576246,251.0792763522184,0.595627620512461,,
1504,-576792,249.0568689785398,0.48073952942542497,,
1505,-577330,252.92340485161623,1.065351284794579,,
1506,-577883,251.47302309267096,1.8038686375787312,,
1507,-578260,244.13978325747763,1.670671659998862,,
1508,-578451,243.8071398156684,0.868290266631439,,
1509,-578864,236.17021956160747,0.3017587944803129,,
1510,-579168,230.2553890769855,0.5724214276419878,,
1511,-579596,225.2070402346668,1.565155138170304,,
1512,-579978,219.41265806017452,0.8117183114200421,,
1513,-580504,215.44586651227405,1.07096189858344,,
1514,-580886,209.88341782048894,1.1769936805769108,,
1515,-581624,206.68125254107684,0.5068690755391836,,
1516,-582008,210.63901783350494,0.6383923432232126,,
1517,-584770,223.95763277250387,0.8675012574815162,,
1518,-585221,225.9929310765137,1.4457602611893452,,
1519,-585938,234.40092907192803,0.5019958595323035,,
1520,-586329,238.78411585346242,0.9756810880396091,,
1521,-586990,246.34602904387208,1.8029438166959193,,
1522,-587475,250.20456464222792,0.40071089974408963,,
1523,-588090,248.10464236577934,0.559608662543458,,
1524,-588538,243.5553025827732,0.7599033856330139,,
1525,-589069,237.37751240309967,0.7514988885033725,,
1526,-590433,225.67880356583396,1.1274976170016897,,
1527,-590835,229.38667009211042,1.2532747452078818,,
1528,-591611,233.1632188953882,0.28248060194336955,,
1529,-592096,238.1475936125431,0.8935873097575461,,
1530,-592913,237.97721461986356,1.0535690359542107,,
1531,-593486,232.91795566697328,0.5962378482178416,,
1532,-594271,221.21724287329997,1.7682609591816072,,
1533,-594841,216.4410115698623,0.91316283531538,,
1534,-595853,216.27309709713364,1.4842578543166225,,
1535,-596379,219.02228033882918,1.0028359108385987,,
1536,-597268,225.97166266475014,1.1365546928663077,,
1537,-597864,229.38148051861887,1.3931304975329866,,
1538,-599305,232.45478922791705,1.3038065350794426,,
1539,-600650,237.8582812314746,0.7911132918851009,,
1540,-601999,239.14012591458967,1.0943850856139088,,
1541,-603353,244.53225161700482,0.7016670002253649,,
1542,-604675,248.4801850050678,1.6785306654369767,,
1543,-606029,254.57832546938147,1.2212819152641674,,
1544,-607297,259.22379791893974,1.8163805355875091,,
1545,-608479,257.74486774223317,0.45752465971734674,,
1546,-609601,257.8151013837554,2.1059044636026454,,
1547,-609650,259.6847091794925,1.1644945032222638,,
1548,-610811,258.13797445364014,1.4145866443089945,,
1549,-611992,256.193578648728,0.39239183410143125,,
1550,-613190,252.74797477389262,1.0558532435516896,,
1551,-614349,252.8982584181087,0.6188803786276929,,
1552,-614406,252.729800513971,0.9356804108588554,,
1553,-615659,252.63944486217684,1.0614482021587828,,
1554,-617003,248.28893339724928,1.000936592352468,,
1555,-618333,245.88658787248076,0.28684579173924313,,
1556,-619701,243.53068358638558,0.8113406949026285,,
1557,-621000,243.88545246756433,2.8407290620542276,,
1558,-621104,239.19230883467588,0.8325415437760351,,
1559,-622546,237.92850701362374,1.0247168068851593,,
1560,-623447,235.02330647237795,0.3465564486843668,,
1561,-624097,228.51222535135372,0.8830231439022055,,
1562,-625019,215.70968264504967,0.4796657087953161,,
1563,-625880,205.76310728563763,0.9357682297417156,,
1564,-627189,199.52416462021898,0.7680869674659921,,
1565,-627819,205.26582182975858,0.8675590803826428,,
1566,-627916,200.77734554085592,0.4993715182694097,,
1567,-629576,200.45706932834122,1.8142630735080978,,
1568,-630406,196.49917279673912,1.514601076047805,,
1569,-632127,193.09789993536265,1.5526757621230791,,
1570,-632931,195.94989153226658,1.5295453093531153,,
1571,-633059,194.85936588137295,1.7631466086235197,,
1572,-634571,194.00258992033588,0.656973472184163,,
1573,-635764,195.33150117951013,1.850606616232673,,
1574,-637468,188.8477364074226,0.9625092283250918,,
1575,-638422,190.1777336005101,0.4988112904085067,,
1576,-640124,191.38425695346518,1.0476237359173044,,
1577,-640906,191.5605717991007,1.125125660975763,,
1578,-642350,195.3061298127235,1.2535435328206734,,
1579,-643200,195.82042744328479,0.9496040152720904,,
1580,-644426,189.88548096825593,2.0195381674049586,,
1581,-645304,191.8480609628653,1.0021358748154088,,
1582,-646662,193.47659870780961,0.7445260814920164,,
1583,-647241,196.17149410495196,0.43847446571684556,,
1584,-648398,189.2501799432969,1.217006115287788,,
1585,-648997,193.44315462070247,0.710364547509546,,
1586,-650154,187.2748940558699,0.5419652663388468,,
1587,-650758,186.7937683040444,0.9689950746862729,,
1588,-651780,192.8691774329536,1.8458811199062075,,
1589,-652488,194.81602929906575,0.9848635910685707,,
1590,-653574,199.99595342018023,0.533737275122934,,
1591,-654182,200.35242454933484,0.7452710439425393,,
1592,-655231,192.9341212467433,0.6495834043117569,,
1593,-655704,189.23340881737832,1.782637246447658,,
1594,-655771,190.8769405532136,0.8745422048769677,,
1595,-656814,184.098136363561,0.2872499959310805,,
1596,-657343,187.3800806732598,1.0624536886831397,,
1597,-657461,185.6837857761792,0.41429880571627437,,
1598,-658513,188.43427447380085,0.952114568150456,,
1599,-659168,193.9700304568731,0.9860539703018263,,
1600,-659265,191.59170346951032,0.7748889463688593,,
1601,-660332,189.69058418048212,1.5153285959589515,,
1602,-660846,193.90821704355406,2.1187140471892407,,
1603,-660927,190.86103041769672,1.0188990068199388,,
1604,-661987,191.02249326390395,1.2013429676122072,,
1605,-662370,192.55321359717547,1.303303128464265,,
1606,-662458,187.76703230989094,0.8324468692082797,,
1607,-663371,180.16659707392193,1.1165737704283798,,
1608,-663886,180.53768178380184,1.116933774815544,,
1609,-664803,174.76867941399888,1.0439980375019227,,
1610,-665459,173.71362014216885,1.3774806668983484,,
1611,-666465,177.7146610306198,0.6829207941950545,,
1612,-666965,180.6705433303129,0.7071238177117776,,
1613,-667869,187.6555369926176,0.18350389395851932,,
1614,-668346,191.5141318512642,0.9243574463449339,,
1615,-669120,194.87837297832084,0.9683245955434528,,
1616,-669507,196.8275423165405,0.6946123830988237,,
1617,-670200,194.789560383579,0.5814576171521617,,
1618,-670811,197.12915219406037,0.9922885896023796,,
1619,-671746,201.1220985980582,1.0023985105114763,,
1620,-672279,204.66974564632602,0.7311593303092837,,
1621,-673078,211.69145610328425,0.5840187534379967,,
1622,-673456,216.1224817958984,0.8064128363641915,,
1623,-674580,222.57485445876674,0.7600945737942328,,
1624,-675202,219.96238463739664,0.6068220435788323,,
1625,-675650,216.59070226826563,0.9337002877588132,,
1626,-676378,218.20973466460342,1.380134405410298,,
1627,-676791,220.08623711545596,1.5245742876948927,,
1628,-677505,229.16045804591084,0.8058615073712767,,
1629,-677785,232.70102424711226,0.8978986975794354,,
1630,-678362,233.61111358821643,0.5501250025259403,,
1631,-678677,233.1080061479115,1.163398055546719,,
1632,-679275,225.80855816583323,1.211256716881031,,
1633,-679719,227.89516025735253,1.3195337970007541,,
1634,-680393,221.30626385386472,0.8869720844699525,,
1635,-680790,219.1411841639893,0.9510402564768944,,
1636,-681507,220.23521867492758,1.6793307751582849,,
1637,-681878,222.6967127552533,0.6043873195707454,,
1638,-682473,225.64160209672895,1.649888470751343,,
1639,-682808,224.3560776723839,1.2948697687199315,,
1640,-683344,221.82035466276145,0.7708420713808073,,
1641,-683729,220.62261407272987,0.6968539570047005,,
1642,-684319,220.6316642042182,1.3852335293701394,,
1643,-684631,222.61792578852743,1.0450375122331623,,
1644,-685204,222.7044405108711,1.0539787556944247,,
1645,-685495,222.96501296914875,1.242740476446459,,
1646,-686050,226.72892608676472,1.0037480094564408,,
1647,-686350,227.65046207304692,1.3423382221382965,,
1648,-686859,227.6358560751815,1.136448920064188,,
1649,-687207,230.66878933516546,1.6632944084792058,,
1650,-687743,232.0747771551575,1.289678689631009,,
1651,-688001,232.26747586461005,1.4855775774543165,,
1652,-688524,235.8000553317824,0.9915758682460468,,
1653,-688786,236.4535724768809,0.5292332852170494,,
1654,-689271,239.2879301088554,1.0526140521315526,,
1655,-689517,238.41599878810229,1.2427951974014642,,
1656,-690017,239.37873479610943,1.9531625178587462,,
1657,-690368,243.5623167259663,0.5615712358602863,,
1658,-690882,239.2983940505077,1.2702858850717482,,
1659,-691127,238.47330442832686,2.146507655433375,,
1660,-691624,243.6995486644999,2.1001610782243145,,
1661,-691871,237.75600797769894,0.8390637265288013,,
1662,-692330,239.34063326328518,0.9852721995442375,,
1663,-692586,240.45669225384142,0.706995324711814,,
1664,-692999,239.31113174299168,0.9149304994304087,,
1665,-693309,239.79653384828728,1.4236919582148562,,
1666,-693782,236.79873479326412,0.5690322368477511,,
1667,-694031,238.73723027829791,1.4643830907130537,,
1668,-694484,238.0518499460627,1.5192031536532,,
1669,-694694,238.13269799082363,1.2835785695066602,,
1670,-695140,239.4354918894625,0.9602570570952549,,
1671,-695392,238.41997928360914,1.1080601774993268,,
1672,-695796,239.884743914407,1.274905017933054,,
1673,-696089,241.02991515817237,0.7922983600174459,,
1674,-696555,240.89904625193032,1.9198505668566448,,
1675,-696803,241.8320311598419,0.7341267046957969,,
1676,-697265,238.8636108455049,1.0218918248494921,,
1677,-697489,239.00952129629684,0.6497623661608994,,
1678,-697914,239.72641961823388,0.7994093552529205,,
1679,-698153,237.20611593740935,0.5512069977009676,,
1680,-698535,236.7173884297771,0.6524884589654495,,
1681,-698864,236.60700141533357,0.4848020176850984,,
1682,-699318,235.4215271002262,0.9696813467969794,,
1683,-699574,232.4560078431405,0.5413149660834912,,
1684,-700043,230.88479116742866,1.0192437361272138,,
1685,-700250,232.162121529527,0.749892869556236,,
1686,-700784,232.1824465330735,1.6181229748887094,,
1687,-701059,230.58782898361125,0.25590106736241497,,
1688,-701518,233.35390620979757,1.2560202606279032,,
1689,-701846,232.28052064575172,1.1232284084836799,,
1690,-702300,232.82958847745473,0.5223882324016058,,
1691,-702631,233.54448715907165,1.3579838280093441,,
1692,-703103,234.04269676194465,0.46375458507322664,,
1693,-703293,235.09172492612444,1.678910402112148,,
1694,-703776,237.18468030646915,1.3260284797880697,,
1695,-704103,237.66123151682797,1.5677114479839878,,
1696,-704542,236.05369135840695,1.751908720085537,,
1697,-704760,236.04534030139132,0.9321061942307596,,
1698,-705360,238.84806965208156,0.7954888196751801,,
1699,-705693,233.50528810247422,1.4608821629261608,,
1700,-706249,233.5834734270881,1.0034731769051097,,
1701,-706463,233.11228487432953,1.0084088518327274,,
1702,-707009,234.83616059567032,1.1452033009545937,,
1703,-707503,231.43297127712552,0.8594372070505555,,
1704,-707959,230.50735989141307,0.9947648551902576,,
1705,-708506,227.03282273035802,0.7326408880228399,,
1706,-709033,224.9017352890244,0.6243739057945483,,
1707,-709449,225.38896913374532,0.291783548070744,,
1708,-710071,224.12344691621362,1.4853738817191908,,
1709,-710293,224.00174372112798,1.446255348232054,,
1710,-711362,223.8856925917568,0.4686841472687137,,
1711,-712115,227.63734055505353,1.6085689588669903,,
1712,-712453,227.08319713303533,2.013014658797588,,
1713,-713165,223.14262795384457,0.5882266014336878,,
1714,-713615,227.5826981949172,0.5548756557206188,,
1715,-714360,213.59999290263295,0.6576049913218635,,
1716,-714635,210.50988746288758,1.6545488906952164,,
1717,-715398,198.42559568024177,1.1695152879867936,,
1718,-716005,189.87843381686548,1.1284184900240544,,
1719,-716828,193.46090298257135,1.640632587462134,,
1720,-717337,200.8234844705578,0.7526617381262202,,
1721,-718137,212.030518626341,0.8419713032197595,,
1722,-718640,217.04269113163494,0.8974725947040259,,
1723,-719457,219.2003556861584,1.178419451540072,,
1724,-719739,218.956944794401,1.2689508232038187,,
1725,-720555,216.09677010835378,2.0217988321927587,,
1726,-721044,212.108071771009,0.6856075897029287,,
1727,-721830,212.54540888381376,1.7706876507822464,,
1728,-722191,214.0125927948141,1.1858159008333498,,
1729,-723025,210.4806821716978,0.36931374767780506,,
1730,-723524,211.49197634968232,1.2784133640994195,,
1731,-724299,211.07599555762198,1.0738711427455858,,
1732,-724626,211.42656926315465,0.768221078155295,,
1733,-725948,210.06750978548357,1.6249985781001226,,
1734,-726643,210.24197486380825,0.833751855826365,,
1735,-727037,211.0778130948141,0.7849794388631725,,
1736,-727886,210.0149974521128,1.0076210785622728,,
1737,-728310,212.17164661528162,1.7206724434211438,,
1738,-728958,210.16351745201928,0.6944432439485729,,
1739,-729234,210.70237305797798,0.3431822743997105,,
1740,-729910,211.62321092369945,0.3588521139551704,,
1741,-730371,213.73187878271673,1.8854882984046404,,
1742,-731043,208.1143039021245,1.2435557905969836,,
1743,-731378,207.72075200492253,0.8135814333168072,,
1744,-732072,210.60174265873587,1.0330517800850967,,
1745,-732512,216.1485998526368,1.812891840158939,,
1746,-733184,214.6624205315424,0.7118362282959495,,
1747,-733459,217.88283774216444,0.8310894094275411,,
1748,-734157,217.1944729687879,1.3798894010140397,,
1749,-734572,213.14402038614645,1.6602737935191392,,
1750,-735319,206.92018121563933,1.5556306173987606,,
1751,-735710,204.51910387695122,1.494086940454806,,
1752,-736630,191.7441063146352,0.9268977898068326,,
1753,-737224,185.6096600660596,0.3341665308131939,,
1754,-738156,185.40236646163788,2.3842786702936385,,
1755,-738510,183.39253921478078,2.4034392529053266,,
1756,-739379,184.76708470912362,2.0713820159601886,,
1757,-739924,189.1426274551468,1.3085340532343355,,
1758,-740694,188.64664196412704,2.7074387385724004,,
1759,-741112,187.3271928405565,0.7156315365533596,,
1760,-742009,188.17959977716015,0.9098234696957471,,
1761,-742573,188.96881973948896,0.8979745666580884,,
1762,-743721,187.29232436787936,1.2426789240540344,,
1763,-744669,190.24154927677864,0.42115080359992735,,
1764,-745227,187.91988159174213,0.31799000349426576,,
1765,-745990,187.95228432826852,1.2727042394874546,,
1766,-746386,187.54375693792414,0.8433095140470652,,
1767,-747312,188.67887489361217,1.262406998466751,,
1768,-747864,190.17483689562673,1.7559892034321856,,
1769,-748756,192.07592238803636,1.5705611513082027,,
1770,-749086,191.29603626015793,1.3840358241033597,,
1771,-750023,193.54717137122026,1.8834206894219847,,
1772,-750615,197.49572596202373,1.299814586973093,,
1773,-751539,195.43388919380428,0.34071159513423005,,
1774,-751984,203.90279658442103,1.8398664573343373,,
1775,-753164,199.04605364141202,1.700036765249698,,
1776,-753636,203.2996954570858,1.5268927099251228,,
1777,-754616,208.10367110123954,1.9610864278415796,,
1778,-754900,209.44507971285617,1.3575417299054444,,
1779,-755835,213.61139014973043,2.1519463764930458,,
1780,-756412,218.3519526756556,2.335383460485207,,
1781,-757185,222.72008593220357,1.502447772361501,,
1782,-757611,226.94301148021165,1.4209634792271384,,
1783,-757928,223.02365546155636,0.6806059370189325,,
1784,-758158,225.37366760867587,1.7536142467968638,,
1785,-758566,225.61582539678184,2.3307986425963385,,
1786,-758989,222.7085788690187,1.2338040018088925,,
1787,-759914,216.64080861985224,0.7548597722786945,,
1788,-760216,214.6940079861074,1.1181730188208159,,
1789,-761151,213.99980285899034,1.8618855596923896,,
1790,-761820,219.9481576823577,0.2304823901300957,,
1791,-762726,223.89295015434178,2.0579804698215813,,
1792,-763231,222.92608638468548,0.9183284521864634,,
1793,-763636,233.66090567198847,3.049592400299363,,
1794,-763901,229.40748753827657,2.674206001409535,,
1795,-764238,232.11545547204435,1.3779113623738903,,
1796,-764858,230.6229188352788,0.8856951018895258,,
1797,-765797,224.86466602091244,1.5583463150223578,,
1798,-766167,223.81796491327836,0.5111583821535205,,
1799,-767111,221.64093650394082,0.4114942734991057,,
1800,-767701,225.86635666622993,0.9485926495573357,,
1801,-768649,230.62690342109488,2.1082870613468976,,
1802,-769070,229.56423626852964,1.803812260694781,,
1803,-769569,236.31890028889168,1.6377157101793518,,
1804,-769862,234.24054819146698,1.6134880301460466,,
1805,-770225,239.7120056138232,1.8702878916783852,,
1806,-770524,243.88525238228885,1.102025199411039,,
1807,-770787,246.49456803753532,2.1704365867511104,,
1808,-771045,243.85475201990903,2.0915352179234943,,
1809,-771299,246.03058180018394,2.4452714908191937,,
1810,-771734,237.7794476149145,1.513350883182352,,
1811,-772094,239.23120240300534,1.003750096848397,,
1812,-773008,238.38507756925242,2.258983127720132,,
1813,-773588,241.7410824819303,0.8747274112657089,,
1814,-774382,245.31805526765157,0.3600558657021887,,
1815,-774832,248.92347258064217,0.627472504962422,,
1816,-775731,247.30321033010094,2.010076076940313,,
1817,-776282,252.45553887568798,0.6673164127447155,,
1818,-777107,254.92704442683268,0.4849938599409939,,
1819,-777417,254.68956208931286,1.1298180188233868,,
1820,-778238,254.43210628699566,2.360097406907842,,
1821,-778769,252.52125685420285,0.9329457016592285,,
1822,-779612,257.21033919112165,0.6046787703325509,,
1823,-779936,251.50919000069746,0.7031595294752219,,
1824,-780778,257.43630369580933,0.6529222533852811,,
1825,-781248,255.01817636257545,1.058782846188347,,
1826,-782311,260.91815012089876,2.5124151989298675,,
1827,-783084,255.84554031289508,0.6588671140369755,,
1828,-783569,259.66462384723866,0.2405433853193871,,
1829,-784239,262.229808343788,2.567331214046642,,
1830,-784613,264.34502908314164,1.3826529041805364,,
1831,-785405,269.3559592885488,1.257992802419019,,
1832,-785853,265.99732874144445,0.7336300077526301,,
1833,-786529,257.19893666253785,1.524640201560276,,
1834,-786741,257.0184549055622,2.689934642042693,,
1835,-787544,238.64095357456617,0.7801470315666661,,
1836,-788003,235.48574308581584,2.9910098309067688,,
1837,-788689,227.37775029010015,0.844955417896738,,
1838,-789106,230.55013467896873,1.7660822340709659,,
1839,-790080,224.68576227610308,3.6724532091681543,,
1840,-790667,214.45035139887406,2.5334532825462515,,
1841,-791569,213.35775959891657,1.6000218758630544,,
1842,-791902,218.39264166858874,1.9268310175163927,,
1843,-793172,208.7893628439667,1.6721751137071554,,
1844,-793737,204.61750641580798,1.9876169747805548,,
1845,-794902,198.79240364499174,2.095588158849461,,
1846,-795428,197.90878630711256,1.41523773542334,,
1847,-796731,200.48945586551156,2.18898909922407,,
1848,-799286,198.68361088983107,1.7362042874796464,,
1849,-800922,198.6572141815183,0.9826471295306928,,
1850,-801759,202.64710592439062,1.0430494297396091,,
1851,-801975,202.92172318213744,2.064487911657036,,
1852,-802059,207.49864546768262,0.9150827154906018,,
1853,-802572,204.86193803431442,1.6428507646376431,,
1854,-803182,202.2268391289192,0.6895867287509932,,
1855,-803718,207.28544010704545,2.202808377356489,,
1856,1961,,,317.64,0.12
1857,1962,,,318.45,0.12
1858,1963,,,318.99,0.12
1859,1964,,,319.62,0.12
1860,1965,,,320.04,0.12
1861,1966,,,321.37,0.12
1862,1967,,,322.18,0.12
1863,1968,,,323.05,0.12
1864,1969,,,324.62,0.12
1865,1970,,,325.68,0.12
1866,1971,,,326.32,0.12
1867,1972,,,327.46,0.12
1868,1973,,,329.68,0.12
1869,1974,,,330.19,0.12
1870,1975,,,331.13,0.12
1871,1976,,,332.03,0.12
1872,1977,,,333.84,0.12
1873,1978,,,335.41,0.12
1874,1979,,,336.84,0.12
1875,1980,,,338.76,0.12
1876,1981,,,340.12,0.12
1877,1982,,,341.48,0.12
1878,1983,,,343.15,0.12
1879,1984,,,344.87,0.12
1880,1985,,,346.35,0.12
1881,1986,,,347.61,0.12
1882,1987,,,349.31,0.12
1883,1988,,,351.69,0.12
1884,1989,,,353.2,0.12
1885,1990,,,354.45,0.12
1886,1991,,,355.7,0.12
1887,1992,,,356.54,0.12
1888,1993,,,357.21,0.12
1889,1994,,,358.96,0.12
1890,1995,,,360.97,0.12
1891,1996,,,362.74,0.12
1892,1997,,,363.88,0.12
1893,1998,,,366.84,0.12
1894,1999,,,368.54,0.12
1895,2000,,,369.71,0.12
1896,2001,,,371.32,0.12
1897,2002,,,373.45,0.12
1898,2003,,,375.98,0.12
1899,2004,,,377.7,0.12
1900,2005,,,379.98,0.12
1901,2006,,,382.09,0.12
